age,starttime,gender,hhi,education,ideo5,newsint,corona1,stimulus_check,amount,employ,pres_2020,pres_2020lean,dfp_public_figure_ap_1,dfp_public_figure_ap_2,dfp_public_figure_ap_3,dfp_public_figure_ap_4,dfp_public_figure_ap_5,dfp_public_figure_ap_6,dfp_public_figure_ap_7,dfp_public_figure_ap_8,dfp_public_figure_ap_9,dfp_public_figure_ap_10
35,5/19/2020 11:25,Female,7,2,Conservative,Some of the time,Very worried,Not sure,,Part-time,Not sure,Donald Trump (Republican),Somewhat approve,Not sure,Strongly disapprove,Not sure,Somewhat approve,Not sure,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat approve
18,5/19/2020 11:29,Male,1,2,Not sure,Hardly at all,Not worried at all,Not sure,,Other,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
21,5/19/2020 11:24,Male,12,6,Moderate,Only now and then,Somewhat worried,Yes,1200,Temporarily laid off,Would not vote,,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Somewhat approve
30,5/19/2020 11:31,Male,-3105,6,Conservative,Only now and then,Somewhat worried,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Strongly disapprove
27,5/19/2020 11:27,Female,13,7,Moderate,Some of the time,Not too worried,Yes,2400,Full-time,Donald Trump (Republican),,Somewhat disapprove,Not sure,Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Strongly disapprove,Strongly disapprove,Somewhat approve
20,5/19/2020 11:24,Male,1,1,Very liberal,Some of the time,Very worried,No,,Part-time,A different candidate,,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Not sure
69,5/19/2020 11:22,Female,5,4,Liberal,Some of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve
34,5/19/2020 11:16,Female,3,6,Not sure,Hardly at all,Not worried at all,No,,Student,Would not vote,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
42,5/19/2020 11:19,Male,9,6,Conservative,Most of the time,Not worried at all,Yes,1200,Student,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve
22,5/19/2020 11:27,Female,1,2,Liberal,Most of the time,Not too worried,Yes,1200,Full-time,A different candidate,,Somewhat disapprove,Somewhat approve,Strongly approve,,Somewhat approve,,Somewhat approve,Strongly approve,Somewhat approve,Strongly approve
21,5/19/2020 11:27,Female,1,2,Not sure,Hardly at all,Somewhat worried,Yes,2000,Student,Not sure,Donald Trump (Republican),Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
36,5/19/2020 11:28,Male,3,4,Very conservative,Most of the time,Very worried,Yes,1200,Full-time,Donald Trump (Republican),,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
75,5/19/2020 11:22,Female,13,2,Very conservative,Some of the time,Not too worried,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Not sure,Strongly disapprove,Strongly approve,Somewhat approve
19,5/19/2020 11:20,Female,23,2,Very liberal,Some of the time,Not worried at all,No,,Temporarily laid off,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Not sure,Somewhat disapprove,Somewhat approve,Strongly approve
52,5/19/2020 11:22,Female,23,6,Conservative,Most of the time,Very worried,Yes,974,Homemaker,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Strongly approve,Not sure,Not sure,Strongly approve
21,5/19/2020 11:19,Male,-3105,2,Moderate,Only now and then,Not worried at all,No,,Full-time,Joe Biden (Democrat),,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Not sure,Not sure,Not sure,Somewhat approve,Not sure,Somewhat approve
60,5/19/2020 11:26,Female,6,6,Moderate,Most of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
50,5/19/2020 11:16,Female,17,4,Very conservative,Most of the time,Not too worried,Yes,1200,Homemaker,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
30,5/19/2020 11:27,Female,14,7,Moderate,Most of the time,Somewhat worried,Yes,2400,Homemaker,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve
18,5/19/2020 11:17,Male,3,4,Liberal,Some of the time,Very worried,No,,Student,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve
69,5/19/2020 11:17,Male,-3105,4,Very conservative,Most of the time,Somewhat worried,Yes,1200,Retired,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
38,5/19/2020 11:29,Male,3,1,Moderate,Some of the time,Somewhat worried,Yes,1700,Unemployed,Joe Biden (Democrat),,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve
19,5/19/2020 11:29,Male,1,4,Conservative,Most of the time,Somewhat worried,Yes,2000,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly approve
52,5/19/2020 11:29,Female,7,6,Moderate,Most of the time,Very worried,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve
28,5/19/2020 11:23,Male,18,6,Conservative,Some of the time,Not worried at all,Yes,2400,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove
41,5/19/2020 11:30,Male,10,4,Conservative,Most of the time,Not worried at all,Yes,2400,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve
18,5/19/2020 11:29,Male,1,2,Conservative,Some of the time,Not too worried,No,,Full-time,Joe Biden (Democrat),,Somewhat approve,Somewhat approve,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve
42,5/19/2020 11:30,Male,21,7,Very liberal,Most of the time,Very worried,Yes,1000,Full-time,Joe Biden (Democrat),,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Strongly approve,Strongly approve
76,5/19/2020 11:31,Male,11,6,Moderate,Most of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
25,5/19/2020 11:31,Female,8,2,Moderate,Some of the time,Somewhat worried,Yes,1200,Temporarily laid off,Donald Trump (Republican),,Somewhat disapprove,Not sure,Somewhat approve,Not sure,Not sure,Somewhat disapprove,Not sure,Strongly disapprove,Strongly disapprove,Somewhat disapprove
34,5/19/2020 11:29,Male,14,6,Moderate,Most of the time,Very worried,No,,Full-time,Not sure,Donald Trump (Republican),Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Strongly approve,Not sure,Somewhat disapprove,Somewhat approve
21,5/19/2020 11:34,Female,14,2,Moderate,Most of the time,Somewhat worried,No,,Student,Donald Trump (Republican),,Somewhat approve,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Strongly approve
25,5/19/2020 11:28,Male,1,7,Very liberal,Most of the time,Somewhat worried,Yes,1,Student,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat approve,Strongly approve,Strongly disapprove,Somewhat approve
21,5/19/2020 11:19,Male,-3105,2,Not sure,Hardly at all,Not worried at all,No,,Full-time,A different candidate,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
31,5/19/2020 11:31,Male,1,6,Very liberal,Only now and then,Very worried,Not sure,,Full-time,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat disapprove,Somewhat approve
29,5/19/2020 11:31,Male,2,6,Moderate,Some of the time,Very worried,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Somewhat disapprove,Not sure,Not sure,Somewhat disapprove,Not sure,Somewhat disapprove,Somewhat disapprove,Strongly approve
24,5/19/2020 11:28,Female,1,2,Liberal,Only now and then,Somewhat worried,No,,Student,A different candidate,,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove
36,5/19/2020 11:28,Male,17,4,Moderate,Some of the time,Somewhat worried,Yes,3,Full-time,Joe Biden (Democrat),,Not sure,Not sure,Not sure,Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Strongly approve
25,5/19/2020 11:23,Male,1,2,Liberal,Some of the time,Somewhat worried,Yes,1200,Part-time,A different candidate,,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve
64,5/19/2020 11:21,Male,7,6,Very conservative,Most of the time,Not worried at all,No,,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove
38,5/19/2020 11:30,Female,6,2,Moderate,Some of the time,Somewhat worried,No,,Part-time,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove
44,5/19/2020 11:33,Male,24,7,Very liberal,Most of the time,Not worried at all,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve
38,5/19/2020 11:29,Female,13,4,Very conservative,Most of the time,Not worried at all,Yes,1200,Homemaker,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Somewhat disapprove,Not sure,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat disapprove
30,5/19/2020 11:32,Female,3,6,Liberal,Some of the time,Not worried at all,Yes,2,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly approve,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Not sure,Not sure
38,5/19/2020 11:29,Male,24,2,Moderate,Hardly at all,Not worried at all,Yes,1,Full-time,A different candidate,,Somewhat disapprove,Not sure,Somewhat disapprove,Not sure,Not sure,Not sure,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove
53,5/19/2020 11:35,Male,8,2,Liberal,Some of the time,Somewhat worried,Yes,900,Full-time,Joe Biden (Democrat),,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve
30,5/19/2020 11:29,Female,2,2,Conservative,Only now and then,Not too worried,Yes,2400,Homemaker,Donald Trump (Republican),,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Strongly disapprove,Not sure,Somewhat disapprove,Somewhat approve,Somewhat approve
19,5/19/2020 11:29,Male,20,2,Moderate,Some of the time,Not too worried,No,,Full-time,Not sure,Joe Biden (Democrat),Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve
44,5/19/2020 11:24,Female,14,6,Conservative,Only now and then,Not worried at all,Yes,1200,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Not sure,Strongly disapprove,Strongly approve,Somewhat approve
60,5/19/2020 11:30,Female,1,6,Moderate,Some of the time,Very worried,Yes,1200,Unemployed,Donald Trump (Republican),,Somewhat disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve
34,5/19/2020 11:16,Female,5,6,Moderate,Some of the time,Not too worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Not sure,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve
33,5/19/2020 11:24,Female,9,4,Conservative,Only now and then,Not too worried,No,,Homemaker,Donald Trump (Republican),,Strongly approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Strongly approve
18,5/19/2020 11:29,Male,-3105,2,Not sure,Hardly at all,Not worried at all,Yes,1200,Temporarily laid off,Would not vote,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
38,5/19/2020 11:26,Female,1,6,Liberal,Only now and then,Not too worried,Yes,1700,Part-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve
20,5/19/2020 11:21,Female,10,6,Liberal,Only now and then,Very worried,No,,Student,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Strongly approve
22,5/19/2020 11:21,Female,1,4,Very conservative,Some of the time,Very worried,Yes,1200,Unemployed,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve
27,5/19/2020 11:32,Female,7,4,Very liberal,Some of the time,Somewhat worried,Yes,2400,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve
19,5/19/2020 11:29,Female,11,6,Liberal,Only now and then,Not too worried,Yes,1000,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Strongly disapprove,Not sure,Not sure,Strongly approve,Strongly disapprove,Somewhat approve
41,5/19/2020 11:16,Female,4,6,Moderate,Most of the time,Somewhat worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve
24,5/19/2020 11:34,Female,20,4,Moderate,Most of the time,Very worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove
24,5/19/2020 11:23,Male,-3105,1,Conservative,Only now and then,Very worried,Yes,700,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Not sure,Somewhat approve,Strongly approve,Somewhat approve,Not sure,Strongly disapprove,Somewhat approve
61,5/19/2020 11:28,Female,4,4,Conservative,Most of the time,Very worried,No,,Part-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
37,5/19/2020 11:37,Male,21,7,Very conservative,Most of the time,Somewhat worried,Yes,1000,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove
43,5/19/2020 11:31,Female,1,2,Moderate,Some of the time,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
44,5/19/2020 11:39,Male,24,8,Very conservative,Most of the time,Very worried,Yes,1200,Full-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
43,5/19/2020 11:27,Male,1,1,Conservative,Most of the time,Not worried at all,Yes,1200,Permanently disabled,Would not vote,,Somewhat disapprove,Not sure,Somewhat disapprove,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Not sure,Somewhat disapprove
29,5/19/2020 11:32,Female,8,2,Very conservative,Most of the time,Somewhat worried,No,,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Somewhat disapprove,Somewhat approve,Not sure,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve
